,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
214,f37141,f5841,CR.D.CLOSE-UP TRIPLE HORTELA AZUL,50,1.0,2.99
215,f37168,f5309,CR.D.CLOSE-UP TRIPLE MENTA AMERICANA,50,1.0,2.99
216,f120463,f4723,CR.D.CLOSE-UP TRIPLE MENTA VERDE,50,1.0,2.99
217,f25021,f1577,POLENTINA QUAKER,50,1.0,6.5
218,f119628,f72783,QUEROSENE PETRUS (QUEROSENE),50,1.0,11.99
219,f3218,f1347,SACO LIXO LIMPS REFORCADO 100L,50,1.0,6.5
220,f36617,f1298,ESCOVA NOVICA P/ROUPA BETTA JEANS,50,1.0,7.2
221,f118502,f816,VINAGRE CHEMIM DE ALCOOL BRANCO,50,1.0,2.5
222,f117173,f5573,CORDA P/VARAL N.7 LIMPS TRANCADA,50,1.0,3.2
223,f116573,f1804221,SABAO PED.YPE COCO TOQ.AVEIA INDIVIDUAL,50,1.0,5.2
224,f1899,f480,CERA PASTA CANARIO AMARELA,50,1.0,20.99
225,f1880,f475,CERA PASTA CANARIO VERMELHA,50,1.0,20.99
226,f120425,f2604221,POMADA LIQ.COURO BOM PRETO,50,1.0,7.5
227,f122660,f72628,SAB.LIQ.PREMISSE DEO.E. DOCE SUAVE C/V,50,1.0,11.5
228,f50725,f866,FUMO CAICARA PRETO,50,1.0,4.5
229,f121323,f0807219,CREME DE TRAT.SKALA OLEO DE COCO,50,1.0,9.5
230,f91995,f72129,FUMO FLOR/LEAO DO NORTE PRETO EXTRA ESP.,50,1.0,4.5
231,f117078,f3291,PAPEL ALUMINIO DIVINA MESA 30X4M,50,1.0,3.99
232,f102458,f267,FAROFA DE MAND.PINDUCA SABOR BACON,50,1.0,5.5
233,f81418,f2459,BOLO D.BENTA BAUNILHA,50,1.0,6.5
234,f120775,f2804222,BOLO D.BENTA CHOC.BRIGADEIRO,50,1.0,6.5
235,f120846,f3007215,BOLO D.BENTA MILHO VERDE,50,1.0,6.99
236,f116339,f2072,CAFE 3 CORACOES TRAD.VACUO,30,1.0,0.0
237,f34371,f3406,FILTRO PAPEL BRIGITTA N 102,50,1.0,4.5
238,f3219,f108,FILTRO PAPEL MELITTA N 102,50,1.0,4.99
239,f38709,f541,LEITE DE COCO SOCOCO VIDRO,50,1.0,6.99
240,f21865,f1299,LEITE DE COCO MAIS COCO,50,1.0,5.2
241,f120353,f0405221,FIO DENTAL DENTICS CLASSIC L100P50M,50,1.0,5.99
242,f120404,f4657,ARROZ BURITI BRANCO T-1,30,1.0,6.99
243,f2788,f3667,ABS.SYM PROT.DIARIO C/PERF. (DCF15),50,1.0,5.2
244,f1783,f971,FERMENTO FLEISCHMANN BIO INST ENV,50,1.0,2.2
245,f22659,f0001234,ERVILHA ODERICH LT.,50,1.0,2.99
246,f40231,f5772,CERA LIQ.BRILHO FACIL VERMELHA,50,1.0,12.5
247,f117036,f5211,MOLHO BARBECUE D'AJUDA PET,50,1.0,4.99
248,f89559,f3953,AM.YPE AZUL ACONCHEGO,50,1.0,4.99
249,f32123,f5421,AMIDO DE MILHO MAIZENA,50,1.0,11.99
250,f120495,f996653,ADAMS HALLS CEREJA,50,1.0,1.5
251,f41297,f554422,ADAMS HALLS EXTRA-FORTE,50,1.0,1.5
252,f120503,f998836,ADAMS HALLS MORANGO,50,1.0,1.5
253,f120500,f99882,ADAMS HALLS MENTA,50,1.0,1.5
254,f120501,f80,ADAMS HALLS MENTHOL,50,1.0,1.5
255,f118890,f1105221,RODO NOVICA VAI VEM PLUS PEQ.30CM C/CABO,50,1.0,25.5
256,f116229,f5368,RODO NOVICA VAI VEM P 30CM BORRA.C/CABO,50,1.0,25.5
257,f53971,f13386,FILTRO PAPEL BRIGITTA N 103,50,1.0,4.5
258,f3220,f109,FILTRO PAPEL MELITTA N 103,50,1.0,5.2
259,f90956,f4814,CHA MATTE LEAO CANELA 25 SAQ.,50,1.0,5.2
260,f91413,f2323,CHA MATTE LEAO LIMAO 25 SAQ.,50,1.0,5.2
261,f46094,f2322,CHA MATTE LEAO PESSEGO 25 SAQ.,50,1.0,5.2
262,f110612,f2016,CHA MATTE LEAO CAMOMILA 10 SAQ.,50,1.0,3.99
263,f40371,f2317,CHA MATTE LEAO CAPIM CIDREIRA 10 SAQ.,50,1.0,3.99
264,f54305,f2019,CHA MATTE LEAO ERVA DOCE 10 SAQ.,50,1.0,3.99
265,f54615,f2320,CHA MATTE LEAO HORTELA 10 SAQ.,50,1.0,3.99
266,f120405,f1514,ARROZ BURITI PARBOILIZADO T-1,30,1.0,4.99
267,f119084,f130305,AMIDO DE MILHO DIVINA MESA,50,1.0,3.2
268,f121147,f197,COLA S.BONDER ORIGINAL 3GR + 2 GRATIS,50,1.0,6.99
269,f3638,f2005212,SACO FREEZER DIVINA MESA 3KG BOB.23X37,50,1.0,7.2
270,f116338,f2427,CAFE 3 CORACOES EX.FORTE VACUO,30,1.0,0.0
271,f122425,f72588,CAFE 3 CORACOES EX.FORTE VACUO,30,1.0,20.99
272,f122426,f72632,CAFE 3 CORACOES TRAD.VACUO,30,1.0,20.99
